SYMBOL	fold
PRKCD	0
PRKCE	7
PRKCH	9
PRKCI	4
PRKCQ	9
PRKCSH	7
PRKCZ	2
PRKD1	3
PRKD2	7
PRKD3	0
PRKDC	1
PRKG1	0
PRKRA	5
PRKRIP1	0
PRKX	4
PRMT1	5
PRMT2	5
PRMT3	8
PRMT5	4
PRMT6	1
PRMT7	1
PRMT9	1
PRNP	6
PROCR	4
PROS1	6
PROSER1	0
PROSER2	5
PROSER3	5
PROX1	5
PRPF18	9
PRPF19	6
PRPF3	5
PRPF31	2
PRPF38A	4
PRPF38B	1
PRPF39	6
PRPF4	3
PRPF40A	5
PRPF40B	5
PRPF4B	0
PRPF6	9
PRPF8	1
PRPS1	6
PRPS2	6
PRPSAP1	1
PRPSAP2	5
PRR11	4
PRR12	5
PRR13	3
PRR14	3
PRR14L	9
PRR3	8
PRR36	5
PRR5	1
PRR5L	9
PRR7	8
PRRC1	8
PRRC2A	1
PRRC2B	1
PRRC2C	0
PRRG1	0
PRRG4	8
PRRT3	4
PRRX1	6
PRSS12	9
PRSS23	1
PRTFDC1	7
PRTG	5
PRUNE1	8
PRXL2A	3
PRXL2B	7
PRXL2C	9
PSAP	2
PSAT1	1
PSD3	8
PSEN1	1
PSEN2	8
PSENEN	5
PSIP1	2
PSKH1	5
PSMA1	2
PSMA3	3
PSMA4	9
PSMA5	5
PSMA6	8
PSMA7	4
PSMB1	0
PSMB10	3
PSMB2	6
PSMB3	3
PSMB4	0
PSMB5	5
PSMB6	3
PSMB7	9
PSMB8	0
PSMB9	0
PSMC1	4
PSMC2	9
PSMC3	4
PSMC3IP	6
PSMC4	4
PSMC5	2
PSMC6	2
PSMD1	9
PSMD10	4
PSMD11	0
PSMD12	4
PSMD13	5
PSMD14	5
PSMD2	5
PSMD3	3
PSMD4	9
PSMD5	7
PSMD6	6
PSMD7	0
PSMD8	0
PSMD9	2
PSME1	5
PSME2	7
PSME3	1
PSME3IP1	5
PSME4	9
PSMF1	7
PSMG1	7
PSMG2	2
PSMG3	4
PSMG4	1
PSPC1	2
PSPH	7
PSRC1	9
PSTK	3
PSTPIP2	8
PTAR1	8
PTBP1	7
PTBP2	1
PTBP3	0
PTCD2	8
PTCD3	2
PTCH1	4
PTDSS1	6
PTDSS2	0
PTEN	5
PTER	2
PTGER4	7
PTGES	0
PTGES2	7
PTGES3	9
PTGFRN	5
PTGIS	3
PTGR1	1
PTGR2	5
PTGS1	6
PTGS2	3
PTHLH	0
PTK2	6
PTK2B	1
PTK7	6
PTMA	3
PTMS	2
PTN	7
PTOV1	7
PTP4A2	2
PTP4A3	9
PTPA	2
PTPDC1	0
PTPMT1	2
PTPN1	2
PTPN11	3
PTPN12	5
PTPN13	7
PTPN14	3
PTPN18	0
PTPN2	6
PTPN21	8
PTPN23	6
PTPN3	3
PTPN4	3
PTPN6	3
PTPN9	5
PTPRA	2
PTPRE	9
PTPRF	3
PTPRG	5
PTPRJ	3
PTPRK	4
PTPRM	0
PTPRS	8
PTPRU	8
PTRH2	6
PTRHD1	1
PTS	7
PTTG1	8
PTTG1IP	8
PTX3	9
PUDP	4
PUF60	5
PUM1	4
PUM2	0
PUM3	2
PURA	7
PURB	2
PUS1	8
PUS10	8
PUS3	4
PUS7	4
PUS7L	0
PUSL1	5
PVR	6
PWP1	4
PWWP2A	4
PWWP2B	3
PWWP3A	7
PXDC1	8
PXDN	5
PXK	4
PXMP2	4
PXMP4	2
PXN	8
PXYLP1	2
PYCARD	5
PYCR1	7
PYCR2	4
PYCR3	1
PYGB	3
PYGL	7
PYGO1	1
PYGO2	1
PYM1	0
PYROXD1	4
PYROXD2	3
PYURF	1
QARS1	4
QDPR	0
QKI	6
QPCT	8
QPCTL	3
QPRT	7
QRICH1	1
QRSL1	9
QSER1	7
QSOX1	0
QSOX2	7
QTRT1	1
QTRT2	5
R3HCC1	3
R3HCC1L	3
R3HDM1	8
R3HDM2	3
R3HDM4	4
RAB10	0
RAB11A	7
RAB11B	4
RAB11FIP1	7
RAB11FIP2	5
RAB11FIP3	6
RAB11FIP4	6
RAB11FIP5	0
RAB12	5
RAB14	6
RAB15	0
RAB18	5
RAB1A	5
RAB1B	8
RAB20	2
RAB21	6
RAB22A	7
RAB23	1
RAB24	9
RAB27A	5
RAB27B	2
RAB28	2
RAB29	0
RAB2A	6
RAB2B	7
RAB30	3
RAB31	5
RAB32	1
RAB33B	9
RAB34	4
RAB35	1
RAB36	5
RAB38	0
RAB39A	0
RAB39B	3
RAB3A	8
RAB3B	2
RAB3D	8
RAB3GAP1	3
RAB3GAP2	7
RAB3IL1	6
RAB3IP	1
RAB40B	2
RAB40C	7
RAB43	1
RAB4A	8
RAB5A	6
RAB5B	1
RAB5C	9
RAB5IF	3
RAB6A	5
RAB6B	1
RAB7A	7
RAB8A	7
RAB8B	8
RAB9A	5
RAB9B	2
RABAC1	9
RABEP1	0
RABEP2	5
RABEPK	3
RABGAP1	8
RABGAP1L	6
RABGGTA	4
RABGGTB	0
RABIF	7
RABL2B	6
RABL3	1
RABL6	5
RAC1	1
RAC2	2
RAC3	4
RACGAP1	2
RACK1	7
RAD1	3
RAD17	9
RAD18	4
RAD21	3
RAD23A	0
RAD23B	3
RAD51	3
RAD51AP1	3
RAD51B	2
RAD51C	9
RAD51D	8
RAD52	8
RAD54B	6
RAD54L	4
RAD54L2	6
RAD9A	4
RADX	0
RAE1	9
RAF1	9
RAI1	7
RAI14	9
RALA	0
RALB	5
RALBP1	4
RALGAPA1	5
RALGAPA2	5
RALGAPB	5
RALGPS1	4
RALGPS2	3
RALY	5
RAMAC	2
RAMP1	0
RAMP2	7
RAN	5
RANBP1	5
RANBP10	1
RANBP17	6
RANBP2	2
RANBP3	9
RANBP6	0
RANBP9	3
RANGAP1	3
RANGRF	0
RAP1A	2
RAP1B	4
RAP1GAP	8
RAP1GAP2	8
RAP1GDS1	4
RAP2A	2
RAP2B	0
RAP2C	7
RAPGEF1	5
RAPGEF2	3
RAPGEF5	9
RAPH1	3
RARA	5
RARB	2
RARG	2
RARRES2	5
RARS1	7
RARS2	8
RASA1	1
RASA2	5
RASA3	4
RASAL2	4
RASD1	1
RASEF	4
RASGEF1B	8
RASL10B	8
RASL11A	0
RASL11B	9
RASSF1	5
RASSF2	1
RASSF3	7
RASSF4	4
RASSF5	6
RASSF7	9
RASSF8	0
RASSF9	0
RAVER1	1
RAVER2	8
RB1	1
RB1CC1	5
RBAK	7
RBBP4	8
RBBP5	9
RBBP6	6
RBBP7	2
RBBP8	8
RBBP9	6
RBCK1	7
RBFA	6
RBFOX2	0
RBIS	2
RBKS	7
RBL1	5
RBL2	4
RBM10	3
RBM12	9
RBM12B	5
RBM14	3
RBM15	6
RBM15B	4
RBM17	3
RBM18	1
RBM19	7
RBM22	6
RBM23	8
RBM24	8
RBM25	7
RBM26	1
RBM27	7
RBM28	0
RBM3	0
RBM33	2
RBM34	1
RBM38	1
RBM39	7
RBM4	4
RBM41	0
RBM42	7
RBM43	5
RBM45	4
RBM47	4
RBM48	7
RBM4B	5
RBM5	2
RBM6	2
RBM7	8
RBM8A	1
RBMS1	6
RBMS2	2
RBMS3	0
RBMX	0
RBMX2	7
RBMXL1	0
RBP1	5
RBPJ	6
RBPMS	6
RBPMS2	1
RBSN	8
RBX1	1
RC3H1	3
RC3H2	1
RCAN1	2
RCAN2	1
RCAN3	9
RCBTB1	5
RCBTB2	6
RCC1	2
RCC1L	1
RCC2	1
RCCD1	2
RCE1	6
RCHY1	6
RCL1	7
RCN1	9
RCN2	2
RCN3	6
RCOR1	0
RCOR2	5
RCOR3	5
RDH10	4
RDH11	4
RDH13	3
RDH14	5
RDM1	3
RDX	4
RECK	7
RECQL	6
RECQL4	3
RECQL5	1
REEP1	6
REEP2	6
REEP3	4
REEP4	6
REEP5	6
REEP6	0
REL	9
RELA	2
RELB	8
RELCH	7
RELL1	5
RELT	5
RENBP	2
REPIN1	4
REPS1	8
REPS2	7
RER1	6
RERE	0
RERG	2
RESF1	1
REST	9
RETREG1	8
RETREG2	9
RETREG3	4
RETSAT	3
REV1	1
REV3L	0
REX1BD	4
REXO1	1
REXO2	3
REXO4	8
REXO5	3
RFC1	4
RFC2	8
RFC3	6
RFC4	8
RFC5	2
RFESD	5
RFFL	5
RFK	8
RFNG	3
RFT1	0
RFTN1	7
RFWD3	7
RFX1	7
RFX2	7
RFX3	8
RFX5	7
RFX7	7
RFXANK	5
RFXAP	5
RGCC	6
RGL1	5
RGL2	4
RGMA	0
RGMB	1
RGP1	9
RGS10	2
RGS12	5
RGS14	1
RGS16	0
RGS17	3
RGS19	7
RGS2	7
RGS20	5
RGS3	5
RGS5	2
RHBDD1	6
RHBDD2	7
RHBDD3	5
RHBDF1	7
RHBDF2	1
RHEB	3
RHEBL1	9
RHNO1	2
RHOA	8
RHOB	1
RHOBTB1	5
RHOBTB2	2
RHOBTB3	5
RHOC	9
RHOD	8
RHOF	7
RHOG	8
RHOQ	2
RHOT1	1
RHOT2	1
RHOU	0
RHOV	1
RHPN1	7
RHPN2	2
RIBC2	3
RIC1	7
RIC8A	3
RIC8B	2
RICTOR	7
RIDA	7
RIF1	0
RILP	0
RILPL1	9
RILPL2	1
RIMKLA	4
RIMKLB	5
RIMS4	3
RIN1	2
RIN2	2
RIN3	9
RING1	8
RINT1	6
RIOK1	3
RIOK2	7
RIOK3	7
RIOX1	6
RIOX2	7
RIPK1	6
RIPK2	1
RIPK4	7
RIPOR1	6
RIT1	2
RITA1	3
RLF	0
RLIM	3
RMC1	0
RMDN1	9
RMDN2	5
RMDN3	2
RMI1	5
RMI2	0
RMND1	1
RMND5A	3
RMND5B	6
RNASEH2A	5
RNASEH2B	1
RNASEH2C	6
RNASEK	5
RNASEL	5
RNASET2	1
RND1	2
RND2	3
RND3	8
RNF10	5
RNF103	0
RNF11	8
RNF111	6
RNF113A	0
RNF114	2
RNF115	4
RNF121	6
RNF122	5
RNF123	5
RNF125	5
RNF126	9
RNF128	4
RNF13	2
RNF130	4
RNF135	4
RNF138	8
RNF139	9
RNF14	0
RNF141	6
RNF144A	0
RNF144B	9
RNF145	5
RNF146	1
RNF149	8
RNF150	3
RNF152	3
RNF157	3
RNF166	1
RNF167	5
RNF168	7
RNF169	2
RNF170	7
RNF180	3
RNF181	0
RNF182	1
RNF185	5
RNF187	8
RNF19A	1
RNF19B	4
RNF2	7
RNF20	6
RNF213	1
RNF214	5
RNF215	2
RNF216	8
RNF217	4
RNF220	7
RNF227	4
RNF24	1
RNF25	1
RNF26	2
RNF34	9
RNF38	2
RNF4	7
RNF40	1
RNF41	2
RNF44	1
RNF5	2
RNF6	9
RNF7	2
RNF8	5
RNFT1	7
RNFT2	5
RNGTT	9
RNH1	4
RNLS	4
RNMT	2
RNPC3	9
RNPEP	7
RNPEPL1	4
RNPS1	7
RO60	7
ROBO1	5
ROCK1	9
ROCK2	7
ROGDI	3
ROMO1	9
ROR1	6
ROR2	1
RORA	8
RP2	8
RP9	4
RPA1	9
RPA2	6
RPA3	5
RPAIN	7
RPAP1	5
RPAP2	9
RPAP3	8
RPE	9
RPF1	1
RPF2	4
RPGR	7
RPGRIP1L	8
RPH3AL	6
RPIA	0
RPL10	7
RPL10A	3
RPL11	6
RPL12	0
RPL13	6
RPL13A	1
RPL14	4
RPL15	2
RPL17	8
RPL18	6
RPL18A	3
RPL19	1
RPL21	9
RPL22	7
RPL22L1	2
RPL23	1
RPL23A	7
RPL24	3
RPL26	6
RPL26L1	2
RPL27	0
RPL27A	9
RPL28	6
RPL29	2
RPL3	1
RPL30	0
RPL31	3
RPL32	3
RPL34	3
RPL35	4
RPL35A	8
RPL36	3
RPL36AL	1
RPL37	9
RPL37A	3
RPL38	1
RPL39	9
RPL39L	8
RPL4	4
RPL41	9
RPL5	6
RPL6	4
RPL7	7
RPL7A	1
RPL7L1	5
RPL8	8
RPL9	7
RPLP0	2
RPLP1	4
RPLP2	2
RPN1	9
RPN2	3
RPP14	0
RPP21	2
RPP25	2
RPP25L	0
RPP30	0
RPP38	8
RPP40	1
RPRD1A	7
RPRD1B	7
RPRD2	3
RPRM	0
RPS10	9
RPS11	5
RPS12	2
RPS13	4
RPS14	5
RPS15	9
RPS15A	9
RPS16	2
RPS18	2
RPS19	3
RPS19BP1	6
RPS2	5
RPS20	3
RPS21	7
RPS23	4
RPS24	1
RPS25	5
RPS26	4
RPS27	5
RPS27A	8
RPS27L	9
RPS28	6
RPS29	8
RPS3	4
RPS3A	8
RPS4X	6
RPS5	9
RPS6	2
RPS6KA1	0
RPS6KA2	5
RPS6KA3	6
RPS6KA4	2
RPS6KA5	8
RPS6KA6	0
RPS6KB1	4
RPS6KB2	7
RPS6KC1	5
RPS6KL1	6
RPS7	8
RPS8	1
RPS9	4
RPSA	2
RPTOR	4
RPUSD1	6
RPUSD2	7
RPUSD3	4
RPUSD4	0
RRAGA	8
RRAGB	1
RRAGC	9
RRAGD	4
RRAS	2
RRAS2	7
RRBP1	5
RREB1	7
RRM1	0
RRM2	1
RRM2B	8
RRN3	3
RRNAD1	9
RRP1	2
RRP12	3
RRP15	5
RRP1B	9
RRP36	0
RRP7A	1
RRP8	5
RRP9	4
RRS1	5
RSAD1	3
RSBN1	0
RSBN1L	0
RSF1	3
RSL1D1	4
RSL24D1	6
RSPH3	4
RSPRY1	4
RSRC1	3
RSRC2	2
RSRP1	6
RSU1	8
RTCA	7
RTCB	4
RTF1	1
RTF2	9
RTKN	5
RTKN2	4
RTL10	0
RTL5	5
RTL6	4
RTL8A	3
RTL8B	2
RTL8C	4
RTN1	8
RTN2	7
RTN3	8
RTN4	1
RTN4IP1	1
RTN4R	2
RTN4RL2	0
RTRAF	7
RTTN	6
RUBCN	2
RUFY1	0
RUFY2	9
RUFY3	2
RUNDC1	2
RUNDC3B	6
RUNX1	2
RUNX1T1	5
RUNX2	5
RUNX3	0
RUSC1	4
RUSC2	3
RUVBL1	4
RUVBL2	8
RWDD1	7
RWDD2A	2
RWDD2B	8
RWDD3	7
RWDD4	1
RXRA	9
RXRB	9
RXYLT1	0
RYK	0
S100A10	3
S100A11	3
S100A13	4
S100A16	1
S100A2	8
S100A3	1
S100A4	1
S100A6	1
S100P	1
S100PBP	7
S1PR1	6
S1PR2	8
S1PR3	3
SAAL1	0
SAC3D1	8
SACM1L	7
SACS	9
SAE1	9
SAFB	0
SAFB2	3
SALL1	2
SALL2	2
SAMD1	2
SAMD10	7
SAMD11	4
SAMD12	7
SAMD15	4
SAMD4A	1
SAMD4B	9
SAMD5	9
SAMD8	2
SAMD9	3
SAMD9L	5
SAMHD1	5
SAMM50	7
SAP130	2
SAP18	9
SAP30	8
SAP30BP	3
SAP30L	4
SAPCD2	4
SAR1A	1
SAR1B	9
SARAF	7
SARDH	2
SARM1	1
SARNP	1
SARS1	5
SARS2	7
SART1	6
SART3	1
SASH1	0
SASS6	4
SAT1	7
SAT2	2
SATB1	2
SATB2	5
SAV1	7
SAYSD1	3
SBDS	5
SBF1	9
SBF2	6
SBNO1	3
SBNO2	1
SC5D	0
SCAF1	0
SCAF11	0
SCAF4	8
SCAF8	2
SCAI	4
SCAMP1	1
SCAMP2	1
SCAMP3	2
SCAMP4	7
SCAMP5	6
SCAND1	1
SCAP	7
SCAPER	2
SCARA3	9
SCARB1	8
SCARB2	5
SCARF2	8
SCCPDH	9
SCD	4
SCD5	4
SCFD1	1
SCFD2	7
SCLT1	1
SCLY	6
SCMH1	1
SCML1	9
SCML2	3
SCN9A	5
SCNM1	2
SCNN1A	3
SCO1	7
SCOC	0
SCP2	3
SCPEP1	2
SCRIB	7
SCRN1	6
SCRN2	9
SCRN3	3
SCYL1	4
SCYL2	7
SCYL3	1
SDAD1	8
SDC1	2
SDC2	9
SDC3	8
SDC4	1
SDCBP	1
SDCCAG8	9
SDE2	0
SDF2	0
SDF2L1	7
SDF4	4
SDHA	9
SDHAF1	2
SDHAF2	3
SDHAF3	2
SDHAF4	3
SDHB	2
SDHC	7
SDHD	8
SDK1	5
SDR39U1	7
SDSL	8
SEC11A	1
SEC11C	5
SEC13	0
SEC14L1	5
SEC14L2	8
SEC16A	0
SEC22A	2
SEC22B	7
SEC22C	0
SEC23A	1
SEC23B	6
SEC23IP	8
SEC24A	1
SEC24B	3
SEC24C	3
SEC24D	6
SEC31A	5
SEC61A1	0
SEC61A2	2
SEC61B	0
SEC61G	1
SEC62	1
SEC63	2
SECISBP2	1
SECISBP2L	1
SECTM1	7
SEH1L	6
SEL1L	3
SEL1L3	6
SELENBP1	4
SELENOF	4
SELENOH	9
SELENOI	9
SELENOK	4
SELENOM	4
SELENON	2
SELENOO	8
SELENOP	4
SELENOS	7
SELENOT	8
SELENOW	8
SEM1	6
SEMA3A	8
SEMA3B	8
SEMA3C	5
SEMA3D	1
SEMA3E	2
SEMA3F	6
SEMA4B	5
SEMA4C	8
SEMA4D	2
SEMA4F	0
SEMA4G	9
SEMA5A	1
SEMA6A	7
SEMA6B	3
SEMA6D	0
SEMA7A	8
SENP1	5
SENP2	7
SENP3	4
SENP5	7
SENP6	6
SENP7	1
SENP8	5
SEPHS1	4
SEPHS2	2
SEPSECS	1
SEPTIN1	1
SEPTIN10	6
SEPTIN11	2
SEPTIN2	2
SEPTIN3	2
SEPTIN6	1
SEPTIN7	7
SEPTIN8	6
SEPTIN9	5
SERAC1	0
SERBP1	4
SERF2	1
SERGEF	6
SERINC1	2
SERINC2	7
SERINC3	5
SERINC5	1
SERP1	3
SERPINA1	9
SERPINA3	2
SERPINB1	5
SERPINB6	8
SERPINB8	8
SERPINB9	2
SERPINE1	9
SERPINE2	5
SERPINF1	6
SERPING1	9
SERPINH1	6
SERPINI1	7
SERTAD1	5
SERTAD2	1
SERTAD3	5
SERTAD4	0
SESN1	0
SESN2	8
SESN3	1
SESTD1	6
SET	0
SETBP1	5
SETD1A	2
SETD1B	2
SETD2	3
SETD3	3
SETD4	1
SETD5	2
SETD6	9
SETD7	1
SETD9	9
SETDB1	8
SETDB2	5
SETMAR	1
SETSIP	2
SETX	7
SEZ6L2	8
SF1	2
SF3A1	6
SF3A2	9
SF3A3	5
SF3B1	9
SF3B2	2
SF3B3	6
SF3B4	4
SF3B5	7
SF3B6	5
SFI1	7
SFMBT1	2
SFMBT2	1
SFN	6
SFPQ	8
SFR1	6
SFRP1	8
SFSWAP	2
SFT2D1	2
SFT2D2	9
SFXN1	2
SFXN2	7
SFXN3	7
SFXN4	3
SFXN5	2
SGCB	7
SGCE	6
SGF29	1
SGK1	8
SGMS1	7
SGMS2	4
SGO1	9
SGO2	5
SGPL1	2
SGPP1	3
SGSH	2
SGSM2	4
SGTA	8
SGTB	3
SH2B1	4
SH2B2	0
SH2B3	3
SH2D2A	8
SH2D3A	7
SH2D4A	9
SH2D5	7
SH3BGRL	4
SH3BGRL2	3
SH3BGRL3	5
SH3BP2	1
SH3BP4	0
SH3BP5	7
SH3BP5L	3
SH3D19	8
SH3GL1	3
SH3GL2	6
SH3GLB1	5
SH3GLB2	2
SH3KBP1	9
SH3PXD2A	7
SH3PXD2B	1
SH3RF1	7
SH3RF2	0
SH3RF3	5
SH3TC1	2
SH3YL1	8
SHARPIN	2
SHB	9
SHC1	4
SHCBP1	2
SHFL	8
SHISA2	1
SHISA4	2
SHISA5	1
SHKBP1	1
SHLD1	4
SHLD2	4
SHLD3	0
SHMT1	7
SHMT2	3
SHOC2	9
SHOX2	2
SHPRH	9
SHQ1	8
SHROOM1	4
SHROOM3	9
SHTN1	0
SIAE	8
SIAH1	9
SIAH2	1
SIDT2	4
SIGIRR	2
SIGMAR1	9
SIK2	7
SIK3	9
SIKE1	1
SIL1	1
SIM2	5
SIMC1	0
SIN3A	3
SIN3B	5
SINHCAF	9
SIPA1	7
SIPA1L1	4
SIPA1L2	5
SIPA1L3	2
SIRPA	3
SIRT1	3
SIRT2	0
SIRT3	5
SIRT4	0
SIRT5	7
SIRT6	2
SIRT7	0
SIVA1	5
SIX1	5
SIX2	8
SIX4	1
SIX5	1
SKA1	0
SKA2	4
SKA3	7
SKAP2	7
SKI	5
SKIL	4
SKIV2L	0
SKP1	1
SKP2	7
SLAIN1	1
SLAIN2	6
SLBP	2
SLC10A3	5
SLC10A4	6
SLC10A7	4
SLC11A2	1
SLC12A2	9
SLC12A4	7
SLC12A6	8
SLC12A7	9
SLC12A8	8
SLC12A9	3
SLC15A4	4
SLC16A1	9
SLC16A10	2
SLC16A13	9
SLC16A14	2
SLC16A2	5
SLC16A3	8
SLC16A5	4
SLC16A6	5
SLC16A9	5
SLC17A5	1
SLC17A9	1
SLC18B1	0
SLC19A1	8
SLC19A2	8
SLC1A1	7
SLC1A3	4
SLC1A4	5
SLC1A5	0
SLC20A1	1
SLC20A2	6
SLC22A17	7
SLC22A18	1
SLC22A23	8
SLC22A4	7
SLC22A5	2
SLC23A2	4
SLC25A1	9
SLC25A10	9
SLC25A11	8
SLC25A12	1
SLC25A13	2
SLC25A14	8
SLC25A15	2
SLC25A16	9
SLC25A17	5
SLC25A19	5
SLC25A20	2
SLC25A21	7
SLC25A22	2
SLC25A23	2
SLC25A24	0
SLC25A25	5
SLC25A26	2
SLC25A28	5
SLC25A29	7
SLC25A3	9
SLC25A30	1
SLC25A32	7
SLC25A33	5
SLC25A35	8
SLC25A36	8
SLC25A37	3
SLC25A38	9
SLC25A39	3
SLC25A4	2
SLC25A40	2
SLC25A42	3
SLC25A43	9
SLC25A44	9
SLC25A45	6
SLC25A46	8
SLC25A5	6
SLC25A51	4
SLC25A6	5
SLC26A11	6
SLC26A2	2
SLC26A6	4
SLC27A1	7
SLC27A2	8
SLC27A3	8
SLC27A4	7
SLC27A5	7
SLC29A1	5
SLC29A2	6
SLC29A3	2
SLC29A4	8
SLC2A1	7
SLC2A10	7
SLC2A11	4
SLC2A12	5
SLC2A13	1
SLC2A3	2
SLC2A4	2
SLC2A4RG	1
SLC2A6	1
SLC2A8	1
SLC30A1	9
SLC30A3	9
SLC30A4	0
SLC30A5	5
SLC30A6	0
SLC30A7	4
SLC30A9	0
SLC31A1	8
SLC35A1	3
SLC35A2	4
SLC35A3	2
SLC35A4	0
SLC35A5	3
SLC35B1	9
SLC35B2	9
SLC35B3	2
SLC35B4	2
SLC35C1	7
SLC35C2	3
SLC35D1	2
SLC35D2	3
SLC35E1	8
SLC35E2B	4
SLC35E3	5
SLC35E4	8
SLC35F2	3
SLC35F5	1
SLC35F6	5
SLC35G1	5
SLC35G2	5
SLC36A1	1
SLC36A4	4
SLC37A1	9
SLC37A3	0
SLC37A4	9
SLC38A1	1
SLC38A10	7
SLC38A2	8
SLC38A3	5
SLC38A5	5
SLC38A6	9
SLC38A7	4
SLC38A9	8
SLC39A1	7
SLC39A10	2
SLC39A11	3
SLC39A13	0
SLC39A14	0
SLC39A3	3
SLC39A4	7
SLC39A6	2
SLC39A7	4
SLC39A8	7
SLC39A9	0
SLC3A2	7
SLC40A1	3
SLC41A1	6
SLC41A2	4
SLC41A3	1
SLC43A1	4
SLC43A2	6
SLC43A3	1
SLC44A1	7
SLC44A2	9
SLC44A3	0
SLC44A5	2
SLC45A3	3
SLC45A4	5
SLC46A1	8
SLC46A3	7
SLC47A1	2
SLC48A1	6
SLC49A4	7
SLC4A11	8
SLC4A1AP	2
SLC4A2	8
SLC4A4	1
SLC4A7	8
SLC4A8	1
SLC50A1	3
SLC52A2	9
SLC5A3	8
SLC5A6	6
SLC66A1	1
SLC66A2	7
SLC66A3	2
SLC6A15	1
SLC6A6	7
SLC6A8	5
SLC6A9	5
SLC7A1	6
SLC7A11	3
SLC7A2	0
SLC7A5	0
SLC7A6	3
SLC7A6OS	3
SLC7A8	8
SLC8A1	8
SLC8B1	5
SLC9A1	5
SLC9A3R1	9
SLC9A3R2	9
SLC9A6	6
SLC9A7	3
SLC9A8	6
SLC9A9	6
SLC9B2	5
SLCO2A1	3
SLCO3A1	6
SLCO4A1	6
SLF1	6
SLF2	1
SLFN11	5
SLFN12	7
SLFN5	5
SLIRP	7
SLIT2	9
SLIT3	1
SLITRK4	5
SLITRK5	1
SLK	3
SLMAP	5
SLPI	5
SLTM	6
SLU7	2
SLX4	2
SLX4IP	0
SMAD1	1
SMAD2	0
SMAD3	9
SMAD4	5
SMAD5	4
SMAD6	6
SMAD7	3
SMAD9	2
SMAGP	9
SMAP1	7
SMAP2	0
SMARCA1	9
SMARCA2	4
SMARCA4	8
SMARCA5	7
SMARCAD1	5
SMARCAL1	5
SMARCB1	9
SMARCC1	3
SMARCC2	0
SMARCD1	5
SMARCD2	4
SMARCD3	7
SMARCE1	7
SMC1A	0
SMC2	9
SMC3	1
SMC4	4
SMC5	4
SMC6	6
SMCHD1	4
SMCO4	2
SMCR8	4
SMDT1	2
SMG1	4
SMG5	1
SMG6	2
SMG7	3
SMG8	1
SMG9	3
SMIM10	4
SMIM10L1	9
SMIM12	6
SMIM13	2
SMIM14	3
SMIM15	5
SMIM19	5
SMIM20	4
SMIM26	5
SMIM29	4
SMIM3	8
SMIM30	6
SMIM4	9
SMIM7	0
SMIM8	4
SMNDC1	2
SMO	7
SMOC1	8
SMOX	3
SMPD1	3
SMPD2	2
SMPD4	2
SMPDL3A	9
SMPDL3B	9
SMS	7
SMTN	1
SMU1	2
SMUG1	2
SMURF1	1
SMURF2	9
SMYD2	0
SMYD3	5
SMYD4	8
SMYD5	0
SNAI1	1
SNAI2	0
SNAP23	8
SNAP25	6
SNAP29	0
SNAP47	8
SNAPC1	9
SNAPC2	6
SNAPC3	4
SNAPC4	3
SNAPC5	1
SNAPIN	3
SNCA	4
SNCG	9
SND1	4
SNF8	8
SNIP1	6
SNN	7
SNPH	9
SNRK	9
SNRNP200	8
SNRNP25	2
SNRNP27	4
SNRNP35	2
SNRNP40	6
SNRNP48	6
SNRNP70	9
SNRPA	8
SNRPA1	8
SNRPB	9
SNRPB2	8
SNRPC	0
SNRPD1	1
SNRPD2	6
SNRPD3	5
SNRPE	2
SNRPF	6
SNRPG	2
SNRPN	0
SNTA1	2
SNTB1	0
SNTB2	0
SNU13	2
SNUPN	7
SNW1	7
SNX1	0
SNX10	5
SNX11	3
SNX12	6
SNX13	5
SNX14	2
SNX16	8
SNX17	3
SNX18	7
SNX19	0
SNX2	2
SNX21	7
SNX24	1
SNX25	3
SNX27	1
SNX29	1
SNX3	8
SNX30	4
SNX33	8
SNX4	9
SNX5	5
SNX6	8
SNX7	0
SNX8	2
SNX9	7
SOAT1	9
SOCS2	4
SOCS3	4
SOCS4	9
SOCS5	5
SOCS6	9
SOCS7	4
SOD1	3
SOD2	7
SOGA1	6
SON	1
SORBS1	9
SORBS2	9
SORBS3	9
SORD	0
SORL1	5
SORT1	0
SOS1	1
SOS2	1
SOWAHC	0
SOX12	1
SOX13	6
SOX18	4
SOX2	4
SOX4	7
SOX5	4
SOX6	5
SOX9	4
SP1	5
SP100	1
SP110	3
SP140L	5
SP2	0
SP3	9
SP4	0
SPA17	0
SPACA9	2
SPAG1	3
SPAG16	2
SPAG4	5
SPAG5	3
SPAG7	8
SPAG9	5
SPARC	5
SPART	1
SPAST	3
SPATA17	5
SPATA2	4
SPATA20	3
SPATA24	6
SPATA2L	3
SPATA33	1
SPATA5	6
SPATA5L1	3
SPATA6	1
SPATA7	6
SPATC1L	5
SPATS2	7
SPATS2L	2
SPC24	2
SPC25	1
SPCS1	3
SPCS2	2
SPCS3	1
SPDL1	1
SPECC1	7
SPEN	9
SPG11	8
SPG21	7
SPG7	5
SPHK1	6
SPHK2	6
SPIDR	6
SPIN1	1
SPIN3	7
SPIN4	0
SPINDOC	9
SPINT1	4
SPINT2	8
SPIRE1	3
SPIRE2	1
SPNS1	6
SPOCK1	7
SPOP	8
SPOPL	5
SPP1	0
SPPL2A	4
SPPL2B	7
SPPL3	6
SPR	2
